fact_id,category,priority,alias_index,question,canonical_question,answer,answer_hash,source_rows
clinical_center,facility_location,90,1,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,2,中科生创的临床应用试点在哪里？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,3,中科生创集团的临床应用试点落在什么地方？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,4,国家区域干细胞与再生医学临床应用试点在哪里？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,5,请问中科生创集团的临床应用试点在哪里？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,6,中科生创集团的临床应用试点设在什么地方？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
clinical_center,facility_location,90,7,中科生创集团的临床应用试点位于哪里？,中科生创集团的临床应用中心在哪里？,中科生创集团的临床应用中心在福州国际医疗综合试验区与复旦大学附属华山医院福建医院（华山医院滨海院区）共建的“国家区域干细胞与再生医学临床应用试点”。,a0e6cf739642,181-200;261-280;1001-1020
src_1,model_identity,85,1,你是什么模型？,你是什么模型？,我是中科生创小熙，是中科生创集团旗下AI智能实验室自主研发的健康医疗大规模语言模型，可提供健康科普、医疗咨询、体检报告和医学影像解读等辅助服务。,1bf289cfc513,1-40
src_1,model_identity,85,2,请问你属于什么模型？,你是什么模型？,我是中科生创小熙，是中科生创集团旗下AI智能实验室自主研发的健康医疗大规模语言模型，可提供健康科普、医疗咨询、体检报告和医学影像解读等辅助服务。,1bf289cfc513,1-40
src_1,model_identity,85,3,你是基于什么模型的？,你是什么模型？,我是中科生创小熙，是中科生创集团旗下AI智能实验室自主研发的健康医疗大规模语言模型，可提供健康科普、医疗咨询、体检报告和医学影像解读等辅助服务。,1bf289cfc513,1-40
src_1,model_identity,85,4,能告诉我你是什么模型吗？,你是什么模型？,我是中科生创小熙，是中科生创集团旗下AI智能实验室自主研发的健康医疗大规模语言模型，可提供健康科普、医疗咨询、体检报告和医学影像解读等辅助服务。,1bf289cfc513,1-40
src_101,business,75,1,中科生创集团主要做什么业务？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_101,business,75,2,中科生创集团主要致力于什么业务？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_101,business,75,3,请问中科生创集团的主要业务是什么？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_101,business,75,4,中科生创集团的核心业务是什么？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_101,business,75,5,中科生创集团主要从事什么业务？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_101,business,75,6,能介绍一下中科生创集团的业务方向吗？,中科生创集团主要做什么业务？,中科生创集团联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。,0ba27b74cb8e,101-120
src_121,business,75,1,中科生创集团在医疗领域与谁合作？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_121,business,75,2,中科生创集团与哪些医疗相关机构有合作？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_121,business,75,3,请问中科生创集团与哪些医疗机构有合作关系？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_121,business,75,4,中科生创集团的医疗合作伙伴有哪些？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_121,business,75,5,中科生创集团和哪些医疗单位有合作？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_121,business,75,6,能介绍一下中科生创集团的医疗合作机构吗？,中科生创集团在医疗领域与谁合作？,中科生创集团与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地。,a2dadd36afb2,121-140
src_141,business,75,1,中科生创集团的目标是什么？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_141,business,75,2,中科生创集团的发展目标是什么？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_141,business,75,3,请问中科生创集团的发展目标是什么？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_141,business,75,4,中科生创集团未来的发展方向是什么？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_141,business,75,5,能介绍一下中科生创集团的发展目标吗？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_141,business,75,6,中科生创集团的发展愿景是什么？,中科生创集团的目标是什么？,中科生创集团全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。,c3e0a2cf5ecc,141-160
src_201,business,75,1,请介绍一下中科生创集团（福建）有限公司？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_201,business,75,2,请介绍一下中科生创集团（福建）有限公司的基本情况？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_201,business,75,3,能介绍一下中科生创集团（福建）有限公司的情况吗？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_201,business,75,4,请说说中科生创集团（福建）有限公司的基本情况？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_201,business,75,5,中科生创集团（福建）有限公司的基本情况是怎样的？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_201,business,75,6,请问能介绍一下中科生创集团（福建）有限公司吗？,请介绍一下中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司成立 2021 年，系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办企业。联合中科院上海高等研究院、中科院深圳先进院、中科院曼谷创新合作中心、俄罗斯科学院、新加坡一带一路技术转移转化中心等科研机构、顶尖科学家和科研团队，致力于生物科技技术转移转化、商业化运营的科技创新型企业。与国家区域医疗中心复旦大学华山附属医院福建医院、福州市疾控中心等合作，成立了科技技术转化运营中心、临床应用转化中心、实验室研发基地，全力整合医药产业链上下游资源，打造高端生物医药、医疗器械等科技创新产业生态圈，积极践行健康中国战略。集团在福建省委、省政府和各级相关部门的指导和支持下定向招商引资企业，总部在鼓楼区正大广场一层，二层，一层智慧医疗科技长廊，作为福建省的科技创新窗口，对全国及境外来宾展示；临床应用试点落在长乐滨海新区华山医院福建医院。,cb405d400cf6,201-220
src_321,business,75,1,介绍郭继彤教授？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_321,business,75,2,请介绍一下郭继彤教授？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_321,business,75,3,郭继彤教授是谁？请介绍一下？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_321,business,75,4,能介绍一下郭继彤教授吗？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_321,business,75,5,请说说郭继彤教授的情况？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_321,business,75,6,郭继彤教授的背景是什么？,介绍郭继彤教授？,郭继彤教授是澳大利亚蒙纳士大学高级研究员、内蒙古大学生命科学学院客座教授，中澳国际干细胞科学卓越研究中心首席技术官，也是全球青山羊克隆缔造者，长期从事胚胎学、动物生殖生物学和人胚胎干细胞研究多年。2000 年在西北农林科技大学生产出了第一批成年体细胞克隆山羊。2002 年在澳大利亚蒙纳士大学开展大鼠克隆研究，期间用囊胚注射生产了大鼠嵌合体和 2 - 细胞胚胎核交换克隆大鼠。2005 年起开展人胚胎干细胞研究，曾参与中国长沙生殖 / 干细胞工程研究所和美国 Stemgen 公司合作的人体细胞核移植起源的胚胎干细胞分离研究。2008 年开始研究动物和人羊膜干细胞的细胞治疗潜能，完成 40 多只狗的干细胞移植临床试验且疗效显著。2010 年研究胚胎干细胞、诱导多能干细胞和外胚层反转胚胎干细胞的发育全能性，分析其细胞特征、基因表达谱和四倍体补偿发育能力。2015 年至今开展脐带、羊膜和脂肪干细胞临床试验，同步开发干细胞相关再生组织和器官产品。,c3b5c0c702f0,321-340
src_81,business,75,1,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
src_81,business,75,2,中科生创集团（福建）有限公司是在哪些机构支持下创办的？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
src_81,business,75,3,请问中科生创集团（福建）有限公司由哪些机构支持创办？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
